+-----+-----------------------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+----------------------------+
|  ID | Registry name                                             | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for                  |
|  13 | openterraingenerator:overworld_ice_mountains              | Ice Mountains              |  0.22 | MEDIUM   | 0.50 | false | false   |            | COLD, MOUNTAIN, SNOWY                                             | stronghold                 |
|  13 | openterraingenerator:xthe frost_ice_mountains             | Ice Mountains              |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, MOUNTAIN, SNOWY                                             | stronghold                 |
|  14 | minecraft:mushroom_island                                 | MushroomIsland             |  0.90 | MEDIUM   | 1.00 | false | false   |            | MUSHROOM, RARE                                                    | stronghold                 |
|  14 | openterraingenerator:overworld_mushroomisland             | MushroomIsland             |  0.22 | MEDIUM   | 1.00 | false | false   |            | MUSHROOM, RARE                                                    |                            |
|  14 | openterraingenerator:xthe frost_mushroomisland            | MushroomIsland             |  0.90 | MEDIUM   | 1.00 | false | false   |            | MUSHROOM, RARE                                                    | stronghold                 |
|  15 | minecraft:mushroom_island_shore                           | MushroomIslandShore        |  0.90 | MEDIUM   | 1.00 | false | false   |            | BEACH, MUSHROOM, RARE                                             |                            |
|  15 | openterraingenerator:overworld_mushroomislandshore        | MushroomIslandShore        |  0.22 | MEDIUM   | 1.00 | false | false   |            | BEACH, MUSHROOM, RARE                                             |                            |
|  15 | openterraingenerator:xthe frost_mushroomislandshore       | MushroomIslandShore        |  0.90 | MEDIUM   | 1.00 | false | false   |            | BEACH, MUSHROOM, RARE                                             |                            |
|  16 | minecraft:beaches                                         | Beach                      |  0.80 | MEDIUM   | 0.40 | false | false   |            | BEACH                                                             |                            |
|  16 | openterraingenerator:overworld_beach                      | Beach                      |  0.22 | MEDIUM   | 0.40 | false | false   |            | BEACH                                                             |                            |
|  16 | openterraingenerator:xthe frost_beach                     | Beach                      |  0.80 | MEDIUM   | 0.40 | false | false   |            | BEACH                                                             |                            |
|  17 | minecraft:desert_hills                                    | DesertHills                |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, SANDY                                            | stronghold                 |
|  17 | openterraingenerator:overworld_deserthills                | DesertHills                |  0.22 | MEDIUM   | 0.00 | false | false   |            | DRY, HILLS, HOT, SANDY                                            | stronghold                 |
|  17 | openterraingenerator:xthe frost_deserthills               | DesertHills                |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, SANDY                                            | stronghold                 |
|  18 | minecraft:forest_hills                                    | ForestHills                |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS                                                     | spawn, stronghold          |
|  18 | openterraingenerator:overworld_foresthills                | ForestHills                |  0.22 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS                                                     | stronghold                 |
|  18 | openterraingenerator:xthe frost_foresthills               | ForestHills                |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS                                                     | stronghold                 |
|  19 | minecraft:taiga_hills                                     | TaigaHills                 |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS                                   | spawn, stronghold          |
|  19 | openterraingenerator:overworld_taigahills                 | TaigaHills                 |  0.22 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS                                   | stronghold                 |
|  19 | openterraingenerator:xthe frost_taigahills                | TaigaHills                 |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS                                   | stronghold                 |
|  20 | minecraft:smaller_extreme_hills                           | Extreme Hills Edge         |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN                                                          | stronghold                 |
|  20 | openterraingenerator:overworld_extreme_hills_edge         | Extreme Hills Edge         |  0.22 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN                                                          | stronghold                 |
|  20 | openterraingenerator:xthe frost_extreme_hills_edge        | Extreme Hills Edge         |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN                                                          | stronghold                 |
|  21 | minecraft:jungle                                          | Jungle                     |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, WET                                           | spawn, stronghold          |
|  21 | openterraingenerator:overworld_jungle                     | Jungle                     |  0.30 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, WET                                           |                            |
|  21 | openterraingenerator:xthe frost_jungle                    | Jungle                     |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, WET                                           | stronghold                 |
|  22 | minecraft:jungle_hills                                    | JungleHills                |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, WET                                    | spawn, stronghold          |
|  22 | openterraingenerator:overworld_junglehills                | JungleHills                |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, WET                                    | stronghold                 |
|  22 | openterraingenerator:xthe frost_junglehills               | JungleHills                |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, WET                                    | stronghold                 |
|  23 | minecraft:jungle_edge                                     | JungleEdge                 |  0.95 | MEDIUM   | 0.80 | false | false   |            | FOREST, HOT, JUNGLE, RARE, WET                                    | stronghold                 |
|  23 | openterraingenerator:overworld_jungleedge                 | JungleEdge                 |  0.30 | MEDIUM   | 0.80 | false | false   |            | FOREST, HOT, JUNGLE, RARE, WET                                    | stronghold                 |
|  23 | openterraingenerator:xthe frost_jungleedge                | JungleEdge                 |  0.95 | MEDIUM   | 0.80 | false | false   |            | FOREST, HOT, JUNGLE, RARE, WET                                    | stronghold                 |
|  24 | minecraft:deep_ocean                                      | Deep Ocean                 |  0.50 | OCEAN    | 0.50 | false | true    |            | OCEAN, WATER                                                      |                            |
|  24 | openterraingenerator:overworld_deep_ocean                 | Deep Ocean                 |  0.22 | MEDIUM   | 0.50 | false | false   |            | OCEAN, WATER                                                      |                            |
|  24 | openterraingenerator:xthe frost_deep_ocean                | Deep Ocean                 |  0.50 | MEDIUM   | 0.50 | false | false   |            | OCEAN, WATER                                                      |                            |
|  25 | minecraft:stone_beach                                     | Stone Beach                |  0.20 | MEDIUM   | 0.30 | false | false   |            | BEACH                                                             | stronghold                 |
|  25 | openterraingenerator:overworld_stone_beach                | Stone Beach                |  0.21 | MEDIUM   | 0.30 | false | false   |            | BEACH                                                             | stronghold                 |
|  25 | openterraingenerator:xthe frost_stone_beach               | Stone Beach                |  0.20 | MEDIUM   | 0.30 | false | false   |            | BEACH                                                             | stronghold                 |
|  26 | minecraft:cold_beach                                      | Cold Beach                 |  0.05 | COLD     | 0.30 |  true | false   |            | BEACH, COLD, SNOWY                                                |                            |
|  26 | openterraingenerator:overworld_cold_beach                 | Cold Beach                 |  0.22 | MEDIUM   | 0.30 | false | false   |            | BEACH, COLD, SNOWY                                                |                            |
|  26 | openterraingenerator:xthe frost_cold_beach                | Cold Beach                 |  0.05 | COLD     | 0.30 |  true | false   |            | BEACH, COLD, SNOWY                                                |                            |
|  27 | minecraft:birch_forest                                    | Birch Forest               |  0.60 | MEDIUM   | 0.60 | false | false   | WARM       | BIRCH_TREES, FOREST, THEMED_TREES                                 | stronghold                 |
|  27 | openterraingenerator:overworld_birch_forest               | Birch Forest               |  0.22 | MEDIUM   | 0.60 | false | false   |            | BIRCH_TREES, FOREST, THEMED_TREES                                 |                            |
|  27 | openterraingenerator:xthe frost_birch_forest              | Birch Forest               |  0.60 | MEDIUM   | 0.60 | false | false   |            | BIRCH_TREES, FOREST, THEMED_TREES                                 | stronghold                 |
|  28 | minecraft:birch_forest_hills                              | Birch Forest Hills         |  0.60 | MEDIUM   | 0.60 | false | false   |            | BIRCH_TREES, FOREST, HILLS, THEMED_TREES                          | stronghold                 |
|  28 | openterraingenerator:overworld_birch_forest_hills         | Birch Forest Hills         |  0.22 | MEDIUM   | 0.60 | false | false   |            | BIRCH_TREES, FOREST, HILLS, THEMED_TREES                          | stronghold                 |
|  28 | openterraingenerator:xthe frost_birch_forest_hills        | Birch Forest Hills         |  0.60 | MEDIUM   | 0.60 | false | false   |            | BIRCH_TREES, FOREST, HILLS, THEMED_TREES                          | stronghold                 |
|  29 | minecraft:roofed_forest                                   | Roofed Forest              |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | BIRCH_TREES, DENSE, FOREST, SPOOKY, THEMED_TREES                  | stronghold                 |
|  29 | openterraingenerator:overworld_roofed_forest              | Roofed Forest              |  0.22 | MEDIUM   | 0.80 | false | false   |            | BIRCH_TREES, DENSE, FOREST, SPOOKY, THEMED_TREES                  |                            |
|  29 | openterraingenerator:xthe frost_roofed_forest             | Roofed Forest              |  0.70 | MEDIUM   | 0.80 | false | false   |            | BIRCH_TREES, DENSE, FOREST, SPOOKY, THEMED_TREES                  | stronghold                 |
|  30 | minecraft:taiga_cold                                      | Cold Taiga                 | -0.50 | COLD     | 0.40 |  true | false   | ICY        | COLD, CONIFEROUS, FOREST, SNOWY                                   | stronghold                 |
|  30 | openterraingenerator:overworld_cold_taiga                 | Cold Taiga                 |  0.22 | MEDIUM   | 0.40 | false | false   |            | COLD, CONIFEROUS, FOREST, SNOWY                                   |                            |
|  30 | openterraingenerator:xthe frost_cold_taiga                | Cold Taiga                 |  0.00 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, SNOWY                                   | stronghold                 |
|  31 | minecraft:taiga_cold_hills                                | Cold Taiga Hills           | -0.50 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, HILLS, SNOWY                            | stronghold                 |
|  31 | openterraingenerator:overworld_cold_taiga_hills           | Cold Taiga Hills           |  0.22 | MEDIUM   | 0.40 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS, SNOWY                            | stronghold                 |
|  31 | openterraingenerator:xthe frost_cold_taiga_hills          | Cold Taiga Hills           |  0.00 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, HILLS, SNOWY                            | stronghold                 |
|  32 | minecraft:redwood_taiga                                   | Mega Taiga                 |  0.30 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MEGA_TAIGA_TREES, THEMED_TREES          | stronghold                 |
|  32 | openterraingenerator:overworld_mega_taiga                 | Mega Taiga                 |  0.22 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MEGA_TAIGA_TREES, THEMED_TREES          |                            |
|  32 | openterraingenerator:xthe frost_mega_taiga                | Mega Taiga                 |  0.30 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MEGA_TAIGA_TREES, THEMED_TREES          | stronghold                 |
|  33 | minecraft:redwood_taiga_hills                             | Mega Taiga Hills           |  0.30 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS, MEGA_TAIGA_TREES, THEMED_TREES   | stronghold                 |
|  33 | openterraingenerator:overworld_mega_taiga_hills           | Mega Taiga Hills           |  0.22 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS, MEGA_TAIGA_TREES, THEMED_TREES   | stronghold                 |
|  33 | openterraingenerator:xthe frost_mega_taiga_hills          | Mega Taiga Hills           |  0.30 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, HILLS, MEGA_TAIGA_TREES, THEMED_TREES   | stronghold                 |
|  34 | minecraft:extreme_hills_with_trees                        | Extreme Hills+             |  0.20 | MEDIUM   | 0.30 | false | false   |            | FOREST, MOUNTAIN, SPARSE                                          | stronghold                 |
|  34 | openterraingenerator:overworld_extreme_hills_             | Extreme Hills+             |  0.22 | MEDIUM   | 0.30 | false | false   |            | FOREST, MOUNTAIN, SPARSE                                          |                            |
|  34 | openterraingenerator:xthe frost_extreme_hills_            | Extreme Hills+             |  0.20 | MEDIUM   | 0.30 | false | false   |            | FOREST, MOUNTAIN, SPARSE                                          | stronghold                 |
|  35 | minecraft:savanna                                         | Savanna                    |  1.20 | WARM     | 0.00 | false | false   |            | HOT, PLAINS, SAVANNA, SPARSE                                      | stronghold, village        |
|  35 | openterraingenerator:overworld_savanna                    | Savanna                    |  0.22 | MEDIUM   | 0.00 | false | false   |            | HOT, PLAINS, SAVANNA, SPARSE                                      |                            |
|  35 | openterraingenerator:xthe frost_savanna                   | Savanna                    |  1.20 | WARM     | 0.00 | false | false   |            | HOT, PLAINS, SAVANNA, SPARSE                                      | stronghold                 |
|  36 | minecraft:savanna_rock                                    | Savanna Plateau            |  1.00 | WARM     | 0.00 | false | false   |            | HOT, PLAINS, RARE, SAVANNA, SPARSE                                | stronghold                 |
|  36 | openterraingenerator:overworld_savanna_plateau            | Savanna Plateau            |  0.22 | MEDIUM   | 0.00 | false | false   |            | HOT, PLAINS, RARE, SAVANNA, SPARSE                                | stronghold                 |
|  36 | openterraingenerator:xthe frost_savanna_plateau           | Savanna Plateau            |  1.00 | WARM     | 0.00 | false | false   |            | HOT, PLAINS, RARE, SAVANNA, SPARSE                                | stronghold                 |
|  37 | minecraft:mesa                                            | Mesa                       |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  | stronghold                 |
|  37 | openterraingenerator:overworld_mesa                       | Mesa                       |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  |                            |
|  37 | openterraingenerator:xthe frost_mesa                      | Mesa                       |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  | stronghold                 |
|  38 | minecraft:mesa_rock                                       | Mesa Plateau F             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY, SPARSE                                          | stronghold                 |
|  38 | openterraingenerator:overworld_mesa_plateau_f             | Mesa Plateau F             |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, MESA, SANDY, SPARSE                                          | stronghold                 |
|  38 | openterraingenerator:xthe frost_mesa_plateau_f            | Mesa Plateau F             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY, SPARSE                                          | stronghold                 |
|  39 | minecraft:mesa_clear_rock                                 | Mesa Plateau               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  | stronghold                 |
|  39 | openterraingenerator:overworld_mesa_plateau               | Mesa Plateau               |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  | stronghold                 |
|  39 | openterraingenerator:xthe frost_mesa_plateau              | Mesa Plateau               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, MESA, SANDY                                                  | stronghold                 |
|  40 | openterraingenerator:overworld_elder_swamp                | Elder Swamp                |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, LUSH, SWAMP, THEMED_TREES, WET                            |                            |
|  40 | openterraingenerator:overworld_elder_swamp_e              | Elder Swamp E              |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, LUSH, SWAMP, THEMED_TREES, WET                            |                            |
|  40 | openterraingenerator:overworld_elder_swamp_i              | Elder Swamp I              |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, LUSH, SWAMP, THEMED_TREES, WET                            |                            |
|  41 | openterraingenerator:overworld_temperate_birch_forest_r   | Temperate Birch Forest R   |  0.22 | MEDIUM   | 0.50 | false | false   |            | BIRCH_TREES, FOREST, RIVER, THEMED_TREES, WATER                   |                            |
|  42 | openterraingenerator:overworld_lush_jungle                | Lush Jungle                |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH                                   |                            |
|  42 | openterraingenerator:overworld_lush_jungle_e              | Lush Jungle E              |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH                                   |                            |
|  42 | openterraingenerator:overworld_lush_jungle_i              | Lush Jungle I              |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH                                   |                            |
|  43 | openterraingenerator:overworld_snow_mountains             | Snow Mountains             |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  43 | openterraingenerator:overworld_snow_mountains_e           | Snow Mountains E           |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  43 | openterraingenerator:overworld_snow_mountains_i           | Snow Mountains I           |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  44 | openterraingenerator:overworld_scorched_mesa_e            | Scorched Mesa E            |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MESA, SPARSE                                            |                            |
|  45 | openterraingenerator:overworld_anvil_mountains            | Anvil Mountains            |  0.30 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mesa                 | Stone Mesa                 |  0.30 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mesa_e               | Stone Mesa E               |  0.30 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mesa_i               | Stone Mesa I               |  0.30 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mesa_r               | Stone Mesa R               |  0.30 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mountains            | Stone Mountains            |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mountains_e          | Stone Mountains E          |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mountains_i          | Stone Mountains I          |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_mountains_r          | Stone Mountains R          |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_slopes               | Stone Slopes               |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_slopes_e             | Stone Slopes E             |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_slopes_i             | Stone Slopes I             |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  45 | openterraingenerator:overworld_stone_slopes_r             | Stone Slopes R             |  0.21 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, MOUNTAIN, SPARSE                                      |                            |
|  46 | openterraingenerator:overworld_scorched_mesa_i            | Scorched Mesa I            |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MESA, SPARSE                                            |                            |
|  47 | openterraingenerator:overworld_rocky_beach                | Rocky Beach                |  0.22 | MEDIUM   | 0.50 | false | false   |            | MOUNTAIN, SPARSE                                                  |                            |
